town,state,city_state,lat,lon,administrative_area_level_3,administrative_area_level_2,administrative_area_level_1,checked
Hampton,New York,"Hampton, New York",43.5238461,-73.252864400000007,Hampton,Washington County,New York,TRUE
Hamson,New York,"Hamson, New York",41.02161413315938,-73.7186050415039,NA,Kings County,New York,TRUE
Hancock,New York,"Hancock, New York",41.9539754,-75.2804502,Hancock,Delaware County,New York,TRUE
Hanibal,New York,"Hanibal, New York",43.3211788,-76.5788338,Hannibal,Oswego County,New York,TRUE
Hannibal,New York,"Hannibal, New York",43.3211788,-76.5788338,Hannibal,Oswego County,New York,TRUE
Harftord,New York,"Harftord, New York",43.3635375,-73.3925589,Hartford,Washington County,New York,TRUE
Harperfield,New York,"Harperfield, New York",42.4384124,-74.6873749,Harpersfield,Delaware County,New York,TRUE
Harpers Field,New York,"Harpers Field, New York",42.4384124,-74.6873749,Harpersfield,Delaware County,New York,TRUE
Harpersfield,New York,"Harpersfield, New York",42.4384124,-74.6873749,Harpersfield,Delaware County,New York,TRUE
Harrisburg,New York,"Harrisburg, New York",43.8422911,-75.6026888,Harrisburg,Lewis County,New York,TRUE
Harrisburgh,New York,"Harrisburgh, New York",43.8422911,-75.6026888,Harrisburg,Lewis County,New York,TRUE
Hartford,New York,"Hartford, New York",43.3635375,-73.3925589,Hartford,Washington County,New York,TRUE
Hartland,New York,"Hartland, New York",43.2400574,-78.5761399,Hartland,Niagara County,New York,TRUE
Hartwick,New York,"Hartwick, New York",42.6597113,-75.049126,Hartwick,Otsego County,New York,TRUE
Hebron,New York,"Hebron, New York",43.2672574,-73.3472901,Hebron,Washington County,New York,TRUE
Hector,New York,"Hector, New York",42.5006271,-76.8724586,Hector,Schuyler County,New York,TRUE
Henderson,New York,"Henderson, New York",43.846825,-76.1816012,Henderson,Jefferson County,New York,TRUE
Henrietta,New York,"Henrietta, New York",43.0592452,-77.6128039,Henrietta,Monroe County,New York,TRUE
Hillsdale,New York,"Hillsdale, New York",42.1792443,-73.525026,Hillsdale,Columbia County,New York,TRUE
Honeoye,New York,"Honeoye, New York",42.7900604,-77.5166873,Richmond,Ontario County,New York,TRUE
Hoosack,New York,"Hoosack, New York",42.8611368,-73.3286887,Hoosick,Rensselaer County,New York,TRUE
Hoosick,New York,"Hoosick, New York",42.8611368,-73.3286887,Hoosick,Rensselaer County,New York,TRUE
Hope,New York,"Hope, New York",43.3036812,-74.2431907,Hope,Hamilton County,New York,TRUE
Hopeton,New York,"Hopeton, New York",42.6711187,-76.9804518,Torrey,Yates County,New York,NA
Hopetown,New York,"Hopetown, New York",43.3036812,-74.2431907,Hope,Hamilton County,New York,NA
Hopkinton,New York,"Hopkinton, New York",44.6903349,-74.7032439,Hopkinton,St. Lawrence County,New York,TRUE
Hosack,New York,"Hosack, New York",42.86313133846493,-73.321380615234375,NA,NA,New York,TRUE
Hosick,New York,"Hosick, New York",42.8611368,-73.3286887,Hoosick,Rensselaer County,New York,TRUE
Hosicoke,New York,"Hosicoke, New York",42.86313133846493,-73.32292556762695,NA,NA,New York,TRUE
Houndsfield,New York,"Houndsfield, New York",43.950905,-76.0713089,Hounsfield,Jefferson County,New York,TRUE
Hounsfield,New York,"Hounsfield, New York",43.950905,-76.0713089,Hounsfield,Jefferson County,New York,TRUE
Howard,New York,"Howard, New York",42.364237,-77.5088758,Howard,Steuben County,New York,TRUE
Hudson City,New York,"Hudson City, New York",42.2528649,-73.790959,NA,Columbia County,New York,TRUE
Huley,New York,"Huley, New York",41.9245368,-74.0612519,Hurley,Ulster County,New York,TRUE
Hunter,New York,"Hunter, New York",42.2136987,-74.2187541,Hunter,Greene County,New York,TRUE
Huntingdon,New York,"Huntingdon, New York",40.871987756697415,-73.42437744140625,NA,Le Haut-Saint-Laurent Regional County Municipality,Québec,TRUE
Huntington,New York,"Huntington, New York",40.8681539,-73.425676,Huntington,Suffolk County,New York,TRUE
Hurley,New York,"Hurley, New York",41.9245368,-74.0612519,Hurley,Ulster County,New York,TRUE
Hurly,New York,"Hurly, New York",41.9245368,-74.0612519,Hurley,Ulster County,New York,TRUE
Huron,New York,"Huron, New York",43.2333993,-76.8799617,Huron,Wayne County,New York,TRUE
Hyde Park,New York,"Hyde Park, New York",41.7667602,-73.9015246,Hyde Park,Dutchess County,New York,TRUE
Ira,New York,"Ira, New York",43.2214564,-76.5563314,Ira,Cayuga County,New York,TRUE
Ischua,New York,"Ischua, New York",42.2475662,-78.3997416,Ischua,Cattaraugus County,New York,TRUE
Islip,New York,"Islip, New York",40.7298207,-73.2103934,Islip,Suffolk County,New York,TRUE
Jay,New York,"Jay, New York",44.3750471,-73.728195,Jay,Essex County,New York,TRUE
Jefferson,New York,"Jefferson, New York",42.4813303,-74.6102591,Jefferson,Schoharie County,New York,TRUE
Jericho,New York,"Jericho, New York",40.7920441,-73.5398476,Oyster Bay,Nassau County,New York,TRUE
Jerico,New York,"Jerico, New York",40.7920441,-73.5398476,Oyster Bay,Nassau County,New York,TRUE
Jersey,New York,"Jersey, New York",42.34078269109013,-77.07836151123045,NA,Suffolk County,New York,TRUE
Jerusalem,New York,"Jerusalem, New York",42.626429,-77.1715228,Jerusalem,Yates County,New York,TRUE
Juneus,New York,"Juneus, New York",42.9787052,-76.8951551,Junius,Seneca County,New York,TRUE
Junius,New York,"Junius, New York",42.9787052,-76.8951551,Junius,Seneca County,New York,TRUE
Keen,New York,"Keen, New York",44.257986652122426,-73.78829956054686,Red Hook,Dutchess County,New York,TRUE
Keene,New York,"Keene, New York",44.2561582,-73.7920851,Keene,Essex County,New York,TRUE
Kent,New York,"Kent, New York",43.3285372,-78.1355966,Carlton,Orleans County,New York,TRUE
Kinderhook,New York,"Kinderhook, New York",42.3953617,-73.6978983,Kinderhook,Columbia County,New York,TRUE
Kingbury,New York,"Kingbury, New York",43.3636827,-73.5315025,Kingsbury,Washington County,New York,TRUE
Kingsberry,New York,"Kingsberry, New York",43.3636827,-73.5315025,Kingsbury,Washington County,New York,TRUE
Kingsburg,New York,"Kingsburg, New York",43.35514118114017,-73.53424072265625,NA,Monmouth County,New Jersey,TRUE
Kingsbury,New York,"Kingsbury, New York",43.3636827,-73.5315025,Kingsbury,Washington County,New York,TRUE
Knox,New York,"Knox, New York",42.6711876,-74.115685,Knox,Albany County,New York,TRUE
Korthright,New York,"Korthright, New York",42.4027266,-74.7571147,Kortright,Delaware County,New York,TRUE
Kortright,New York,"Kortright, New York",42.4027266,-74.7571147,Kortright,Delaware County,New York,TRUE
Kortwright,New York,"Kortwright, New York",42.4027266,-74.7571147,Kortright,Delaware County,New York,TRUE
Lake Pleasant,New York,"Lake Pleasant, New York",43.4709016,-74.4126461,Lake Pleasant,Hamilton County,New York,TRUE
Le Raye,New York,"Le Raye, New York",44.0904517,-75.7836589,Le Ray,Jefferson County,New York,TRUE
Lebanon,New York,"Lebanon, New York",42.7814571,-75.6476841,Lebanon,Madison County,New York,TRUE
Ledyard,New York,"Ledyard, New York",42.6953486,-76.6216114,Venice,Cayuga County,New York,TRUE
Leicester,New York,"Leicester, New York",42.7720066,-77.8966709,Leicester,Livingston County,New York,TRUE
Lenox,New York,"Lenox, New York",43.05833,-75.70472,Lincoln,Madison County,New York,TRUE
LeRay,New York,"LeRay, New York",44.08992769004803,-75.7833480834961,Le Ray,Jefferson County,New York,TRUE
Leslie,New York,"Leslie, New York",42.34909303246958,-76.0019588470459,NA,Queens County,New York,TRUE
Lewis,New York,"Lewis, New York",44.275027,-73.5655742,Lewis,Essex County,New York,TRUE
Lexington,New York,"Lexington, New York",42.2403646,-74.3654253,Lexington,Greene County,New York,TRUE
Leyden,New York,"Leyden, New York",43.5493013,-75.3645369,Leyden,Lewis County,New York,TRUE
Lide,New York,"Lide, New York",42.36057345238456,-76.00067138671875,NA,Westchester County,New York,TRUE
Lisbon,New York,"Lisbon, New York",44.727284,-75.3210467,Lisbon,St. Lawrence County,New York,TRUE
Lisle,New York,"Lisle, New York",42.3511845,-76.0032571,Lisle,Broome County,New York,TRUE
Litcfield,New York,"Litcfield, New York",42.9777236,-75.1457455,Litchfield,Herkimer County,New York,TRUE
Litchfield,New York,"Litchfield, New York",42.9777236,-75.1457455,Litchfield,Herkimer County,New York,TRUE
Little Valley,New York,"Little Valley, New York",42.2525629,-78.8055896,Little Valley,Cattaraugus County,New York,TRUE
Livingston,New York,"Livingston, New York",42.1424234,-73.7779162,Livingston,Columbia County,New York,TRUE
Livinston,New York,"Livinston, New York",42.1424234,-73.7779162,Livingston,Columbia County,New York,TRUE
Locke,New York,"Locke, New York",42.6606262,-76.4307699,Locke,Cayuga County,New York,TRUE
Lorain,New York,"Lorain, New York",43.74530493763506,-75.91552734375,NA,Lorain County,Ohio,TRUE
Loraine,New York,"Loraine, New York",43.75125720420175,-75.92926025390625,Lorraine,Jefferson County,New York,TRUE
Lorraine,New York,"Lorraine, New York",43.7492731811147,-75.92376708984375,Lorraine,Jefferson County,New York,TRUE
Louisville,New York,"Louisville, New York",44.8975496,-75.0157628,Louisville,St. Lawrence County,New York,TRUE
Lumberland,New York,"Lumberland, New York",41.4781684,-74.8039205,Lumberland,Sullivan County,New York,TRUE
Lyden,New York,"Lyden, New York",43.54257572246922,-75.3607177734375,NA,Westchester County,New York,TRUE
Lysander,New York,"Lysander, New York",43.198168406832046,-76.375579833984375,Lysander,Onondaga County,New York,TRUE
Lysanders,New York,"Lysanders, New York",43.1811470593997,-76.39068603515625,Lysander,Onondaga County,New York,TRUE
Madison,New York,"Madison, New York",42.8989582,-75.5121217,Madison,Madison County,New York,TRUE
Madrid,New York,"Madrid, New York",44.7483037,-75.1325897,Madrid,St. Lawrence County,New York,TRUE
Malta,New York,"Malta, New York",42.9711869,-73.7926207,Malta,Saratoga County,New York,TRUE
Mamacating,New York,"Mamacating, New York",41.5897024,-74.4760088,Mamakating,Sullivan County,New York,TRUE
Mamacatting,New York,"Mamacatting, New York",41.5897024,-74.4760088,Mamakating,Sullivan County,New York,TRUE
Mamacotton,New York,"Mamacotton, New York",41.58668835697237,-74.476318359375,NA,NA,New York,TRUE
Mamakating,New York,"Mamakating, New York",41.5897024,-74.4760088,Mamakating,Sullivan County,New York,TRUE
Mammacating,New York,"Mammacating, New York",41.5897024,-74.4760088,Mamakating,Sullivan County,New York,TRUE
Mammakating,New York,"Mammakating, New York",41.5897024,-74.4760088,Mamakating,Sullivan County,New York,TRUE
Mammaraneck,New York,"Mammaraneck, New York",40.9487097,-73.7326309,Mamaroneck,Westchester County,New York,TRUE
Mamoreoneeck,New York,"Mamoreoneeck, New York",40.9487097,-73.7326309,Mamaroneck,Westchester County,New York,TRUE
Manacating,New York,"Manacating, New York",41.5897024,-74.4760088,Mamakating,Sullivan County,New York,TRUE
Mandan,New York,"Mandan, New York",42.93330147830861,-74.705657958984375,NA,Erie County,New York,TRUE
Manheim,New York,"Manheim, New York",43.0587198,-74.8039205,Manheim,Herkimer County,New York,TRUE
Manor,New York,"Manor, New York",41.896144026994854,-74.83062744140625,NA,Richmond County,New York,TRUE
Manor Castletown,New York,"Manor Castletown, New York",40.632519085637355,-74.09214019775389,New Castle,Westchester County,New York,TRUE
Manor Livingston,New York,"Manor Livingston, New York",41.9003667,-74.8282167,Rockland,Sullivan County,New York,TRUE
Manor of Livingston,New York,"Manor of Livingston, New York",41.9003667,-74.8282167,Rockland,Sullivan County,New York,TRUE
Maracellus,New York,"Maracellus, New York",42.9828438,-76.3404867,Marcellus,Onondaga County,New York,TRUE
Marbletown,New York,"Marbletown, New York",41.868538175362616,-74.14569854736328,Marbletown,Ulster County,New York,TRUE
Marcellus,New York,"Marcellus, New York",42.9828438,-76.3404867,Marcellus,Onondaga County,New York,TRUE
Marlborough,New York,"Marlborough, New York",41.629384,-73.9947563,Marlborough,Ulster County,New York,TRUE
Marmacotting,New York,"Marmacotting, New York",41.582579601430346,-74.47906494140625,NA,NA,New York,TRUE
Maronack,New York,"Maronack, New York",40.9487097,-73.7326309,Mamaroneck,Westchester County,New York,TRUE
Martinsburg,New York,"Martinsburg, New York",43.7375692,-75.4696268,Martinsburg,Lewis County,New York,TRUE
Martinsburgh,New York,"Martinsburgh, New York",43.7375692,-75.4696268,Martinsburg,Lewis County,New York,TRUE
Martz,New York,"Martz, New York",43.03276068583203,-76.62689208984375,Farmington,Ontario County,New York,TRUE
Mayfield,New York,"Mayfield, New York",43.1045171,-74.2648563,Mayfield,Fulton County,New York,TRUE
Mendon,New York,"Mendon, New York",42.9976979,-77.5048696,Mendon,Monroe County,New York,TRUE
Mentz,New York,"Mentz, New York",43.0335594,-76.6297189,Mentz,Cayuga County,New York,TRUE
Mercellus,New York,"Mercellus, New York",42.9828438,-76.3404867,Marcellus,Onondaga County,New York,TRUE
Mercillus,New York,"Mercillus, New York",42.9828438,-76.3404867,Marcellus,Onondaga County,New York,TRUE
Meredith,New York,"Meredith, New York",42.3584155,-74.9343272,Meredith,Delaware County,New York,TRUE
Mexico,New York,"Mexico, New York",43.4595138,-76.2288176,Mexico,Oswego County,New York,TRUE
Middleburg,New York,"Middleburg, New York",42.598687,-74.3329156,Middleburgh,Schoharie County,New York,TRUE
Middleburgh,New York,"Middleburgh, New York",42.598687,-74.3329156,Middleburgh,Schoharie County,New York,TRUE
Middlebury,New York,"Middlebury, New York",42.808445,-78.133638,Middlebury,Wyoming County,New York,TRUE
Middlefield,New York,"Middlefield, New York",42.6872972,-74.8398736,Middlefield,Otsego County,New York,TRUE
Milan,New York,"Milan, New York",41.9534255,-73.7920752,Milan,Dutchess County,New York,TRUE
Milford,New York,"Milford, New York",42.5906322,-74.9451573,Milford,Otsego County,New York,TRUE
Minden,New York,"Minden, New York",42.9319435,-74.7102958,Minden,Montgomery County,New York,TRUE
Mindon,New York,"Mindon, New York",42.9976979,-77.5048696,Mendon,Monroe County,New York,TRUE
Minerva,New York,"Minerva, New York",43.7914527,-73.984302,Minerva,Essex County,New York,TRUE
Minisink,New York,"Minisink, New York",41.3338698,-74.5346103,Minisink,Orange County,New York,TRUE
Mooers,New York,"Mooers, New York",44.9633714,-73.5873639,Mooers,Clinton County,New York,TRUE
Mooers-Town,New York,"Mooers-Town, New York",44.9633714,-73.5873639,Mooers,Clinton County,New York,TRUE
Moores,New York,"Moores, New York",44.9633714,-73.5873639,Mooers,Clinton County,New York,TRUE
Moors Town,New York,"Moors Town, New York",44.9611540902871,-73.58642578125,NA,East Riding of Yorkshire,England,TRUE
Moreau,New York,"Moreau, New York",43.2406297,-73.6771662,Moreau,Saratoga County,New York,TRUE
Moriah,New York,"Moriah, New York",44.0461658,-73.5051262,Moriah,Essex County,New York,TRUE
Morissiania,New York,"Morissiania, New York",40.82508693239911,-73.90812993049622,NA,Bronx County,New York,TRUE
Morrisannia,New York,"Morrisannia, New York",40.8250663,-73.9109977,NA,Bronx County,New York,TRUE
Mount Pleasant,New York,"Mount Pleasant, New York",41.1139006,-73.8066163,Mount Pleasant,Westchester County,New York,TRUE
Mounth Pleasant,New York,"Mounth Pleasant, New York",41.1139006,-73.8066163,Mount Pleasant,Westchester County,New York,TRUE
Mt. Pleasant,New York,"Mt. Pleasant, New York",41.1139006,-73.8066163,Mount Pleasant,Westchester County,New York,TRUE
Murray,New York,"Murray, New York",43.2739482,-78.0458502,Murray,Orleans County,New York,TRUE
N. Baltimore,New York,"N. Baltimore, New York",42.446261403946686,-73.799285888671875,Islip,Suffolk County,New York,TRUE
N. Hempstead,New York,"N. Hempstead, New York",40.8099413,-73.6771662,North Hempstead,Nassau County,New York,TRUE
Nassau,New York,"Nassau, New York",42.5159145,-73.6101159,Nassau,Rensselaer County,New York,TRUE
Nelson,New York,"Nelson, New York",42.9172892,-75.7768545,Nelson,Madison County,New York,TRUE
Neversink,New York,"Neversink, New York",41.8448528,-74.62502,Neversink,Sullivan County,New York,TRUE
New  Utrecht,New York,"New  Utrecht, New York",40.6131601,-73.9959724,NA,Kings County,New York,TRUE
New Baltimore,New York,"New Baltimore, New York",42.446194,-73.7886601,New Baltimore,Greene County,New York,TRUE
New Berlin,New York,"New Berlin, New York",42.6242404,-75.33156,New Berlin,Chenango County,New York,TRUE
New Castle,New York,"New Castle, New York",41.1889606,-73.7830861,New Castle,Westchester County,New York,TRUE
New Cornwall,New York,"New Cornwall, New York",41.443498455529024,-74.01969909667969,NA,Putnam County,New York,TRUE
New Eutrecht,New York,"New Eutrecht, New York",40.6131601,-73.9959724,NA,Kings County,New York,TRUE
New Marlborough,New York,"New Marlborough, New York",41.64104053971743,-73.97360801696777,NA,Berkshire County,Massachusetts,TRUE
New Rochel,New York,"New Rochel, New York",40.9114882,-73.7823549,NA,Westchester County,New York,TRUE
New Salem,New York,"New Salem, New York",42.62278,-73.96889,New Scotland,Albany County,New York,TRUE
New Town,New York,"New Town, New York",40.7127837,-74.0059413,NA,NA,New York,NA
New Utrecht,New York,"New Utrecht, New York",40.6131601,-73.9959724,NA,Kings County,New York,TRUE
New Windsor,New York,"New Windsor, New York",41.4767605,-74.0237518,New Windsor,Orange County,New York,TRUE
New York,New York,"New York, New York",40.7127837,-74.0059413,NA,NA,New York,TRUE
New-Utrecht,New York,"New-Utrecht, New York",40.6131601,-73.9959724,NA,Kings County,New York,TRUE
Newport,New York,"Newport, New York",43.1859025,-75.0143244,Newport,Herkimer County,New York,TRUE
Newton,New York,"Newton, New York",40.7456199,-73.0776143,Islip,Suffolk County,New York,NA
Newtown,New York,"Newtown, New York",41.4141116,-73.3035656,Newtown,Fairfield County,Connecticut,NA
Niskayuna,New York,"Niskayuna, New York",42.8000049,-73.8914407,Niskayuna,Schenectady County,New York,TRUE
Niskeuna,New York,"Niskeuna, New York",42.8000049,-73.8914407,Niskayuna,Schenectady County,New York,TRUE
North Baltimore,New York,"North Baltimore, New York",42.446261403946686,-73.79327774047852,Islip,Suffolk County,New York,TRUE
North Castle,New York,"North Castle, New York",41.1119431,-73.7119571,North Castle,Westchester County,New York,TRUE
North East,New York,"North East, New York",41.921742,-73.5358541,North East,Dutchess County,New York,TRUE
North Hempstead,New York,"North Hempstead, New York",40.8099413,-73.6771662,North Hempstead,Nassau County,New York,TRUE
North Hempsted,New York,"North Hempsted, New York",40.8099413,-73.6771662,North Hempstead,Nassau County,New York,TRUE
North Marlborough,New York,"North Marlborough, New York",41.629384,-73.9947563,Marlborough,Ulster County,New York,TRUE
North Salem,New York,"North Salem, New York",41.3350356,-73.5719051,North Salem,Westchester County,New York,TRUE
North Windsor,New York,"North Windsor, New York",41.477074950709365,-74.01952743530273,Windsor,Broome County,New York,TRUE
North-Castle,New York,"North-Castle, New York",41.1119431,-73.7119571,North Castle,Westchester County,New York,TRUE
North-East,New York,"North-East, New York",41.921742,-73.5358541,North East,Dutchess County,New York,TRUE
North-Hempstead,New York,"North-Hempstead, New York",40.8099413,-73.6771662,North Hempstead,Nassau County,New York,TRUE
Northampton,New York,"Northampton, New York",43.21168197765769,-74.16046142578125,Southampton,Suffolk County,New York,TRUE
Northcastle,New York,"Northcastle, New York",41.1119431,-73.7119571,North Castle,Westchester County,New York,TRUE
Northeast,New York,"Northeast, New York",41.949787926673416,-73.531494140625,NA,NA,New York,TRUE
Northeast Town,New York,"Northeast Town, New York",41.951830611989145,-73.527374267578125,NA,NA,New York,TRUE
Northeastown,New York,"Northeastown, New York",41.95412855472532,-73.52703094482422,Conewago Township,York County,Pennsylvania,TRUE
Northfield,New York,"Northfield, New York",42.2470282,-75.1887822,Walton,Delaware County,New York,TRUE
Northumberland,New York,"Northumberland, New York",43.1272972,-73.5881713,Northumberland,Saratoga County,New York,TRUE
Norway,New York,"Norway, New York",43.2084024,-74.9521005,Norway,Herkimer County,New York,TRUE
Nundo,New York,"Nundo, New York",42.5795085,-77.942503,Nunda,Livingston County,New York,TRUE
Ogden,New York,"Ogden, New York",43.1579962,-77.8138553,Ogden,Monroe County,New York,TRUE
Onondaga,New York,"Onondaga, New York",42.988450889670816,-76.17816925048828,Onondaga,Onondaga County,New York,TRUE
Oppenheim,New York,"Oppenheim, New York",43.0722932,-74.6926462,Oppenheim,Fulton County,New York,TRUE
Orange,New York,"Orange, New York",42.34103645823105,-77.026519775390625,NA,Orange County,New York,TRUE
Orange Town,New York,"Orange Town, New York",41.0607151401866,-73.97369384765625,NA,New Haven County,Connecticut,TRUE
Orangetown,New York,"Orangetown, New York",41.0555461,-73.9477384,Orangetown,Rockland County,New York,TRUE
Ossian,New York,"Ossian, New York",42.5211777,-77.7794411,Ossian,Livingston County,New York,TRUE
Oswegatchie,New York,"Oswegatchie, New York",44.1828405,-75.070196,Fine,St. Lawrence County,New York,TRUE
Otisco,New York,"Otisco, New York",42.8600671,-76.2179832,Otisco,Onondaga County,New York,TRUE
Otsego,New York,"Otsego, New York",42.7160880306114,-74.98340606689453,NA,Otsego County,New York,TRUE
Ovid,New York,"Ovid, New York",42.6764593,-76.8230111,Ovid,Seneca County,New York,TRUE
Owasco,New York,"Owasco, New York",42.8550683,-76.4652146,Owasco,Cayuga County,New York,TRUE
Owesco,New York,"Owesco, New York",42.8550683,-76.4652146,Owasco,Cayuga County,New York,TRUE
Oxford,New York,"Oxford, New York",42.4420181,-75.5976855,Oxford,Chenango County,New York,TRUE
Oyster Bay,New York,"Oyster Bay, New York",40.8656543,-73.5320685,Oyster Bay,Nassau County,New York,TRUE
Oyster-Bay,New York,"Oyster-Bay, New York",40.8656543,-73.5320685,Oyster Bay,Nassau County,New York,TRUE
Oysterbay,New York,"Oysterbay, New York",40.8656543,-73.5320685,Oyster Bay,Nassau County,New York,TRUE
Painted Post,New York,"Painted Post, New York",42.1620186,-77.0941366,Erwin,Steuben County,New York,TRUE
Palatine,New York,"Palatine, New York",42.9507351,-74.5697617,Palatine,Montgomery County,New York,TRUE
Palentine,New York,"Palentine, New York",42.9507351,-74.5697617,Palatine,Montgomery County,New York,TRUE
Paltz,New York,"Paltz, New York",41.7475933,-74.0868095,New Paltz,Ulster County,New York,TRUE
Paris,New York,"Paris, New York",43.0006253,-75.3137775,Paris,Oneida County,New York,TRUE
Parishville,New York,"Parishville, New York",44.628683,-74.8138334,Parishville,St. Lawrence County,New York,TRUE
Parma,New York,"Parma, New York",43.271706072394906,-77.80380249023436,Parma,Monroe County,New York,TRUE
Patterson,New York,"Patterson, New York",41.513264,-73.6048288,Patterson,Putnam County,New York,TRUE
Paulings,New York,"Paulings, New York",41.56408696606436,-73.5919189453125,NA,NA,New York,TRUE
Pawling,New York,"Pawling, New York",41.5620381,-73.6026271,Pawling,Dutchess County,New York,TRUE
Pawlings,New York,"Pawlings, New York",41.5620381,-73.6026271,Pawling,Dutchess County,New York,TRUE
Penfield,New York,"Penfield, New York",43.1303407,-77.475551,Penfield,Monroe County,New York,TRUE
Perinton,New York,"Perinton, New York",43.0796634,-77.4472495,Perinton,Monroe County,New York,TRUE
Perrysburgh,New York,"Perrysburgh, New York",42.4564497,-79.0019812,Perrysburg,Cattaraugus County,New York,TRUE
Peru,New York,"Peru, New York",44.578379,-73.5268028,Peru,Clinton County,New York,TRUE
Peterborough,New York,"Peterborough, New York",42.9672898,-75.6879613,Smithfield,Madison County,New York,TRUE
Peterburgh,New York,"Peterburgh, New York",42.7508272,-73.3413948,Petersburgh,Rensselaer County,New York,TRUE
Petersborough,New York,"Petersborough, New York",42.96571873877725,-75.699920654296875,Huntington,Suffolk County,New York,TRUE
Petersburg,New York,"Petersburg, New York",42.7508272,-73.3413948,Petersburgh,Rensselaer County,New York,TRUE
Petersburgh,New York,"Petersburgh, New York",42.7508272,-73.3413948,Petersburgh,Rensselaer County,New York,TRUE
Pew,New York,"Pew, New York",44.581175634511105,-73.52668762207031,Marbletown,Ulster County,New York,TRUE
Pharsalia,New York,"Pharsalia, New York",42.5828467,-75.781026,Pharsalia,Chenango County,New York,TRUE
Phelps,New York,"Phelps, New York",42.957564,-77.057471,Phelps,Ontario County,New York,TRUE
Philips,New York,"Philips, New York",41.42033212392897,-73.9515495300293,Kaw Township,Jackson County,Missouri,TRUE
Philipstown,New York,"Philipstown, New York",41.4230072,-73.9504774,NA,Putnam County,New York,TRUE
Phillipe,New York,"Phillipe, New York",41.42136191421521,-73.94948959350586,NA,Bronx County,New York,TRUE
Phillips,New York,"Phillips, New York",41.42226296732032,-73.94983291625977,NA,Monroe County,New York,TRUE
Phillipstown,New York,"Phillipstown, New York",41.4230072,-73.9504774,NA,Putnam County,New York,TRUE
Pickney,New York,"Pickney, New York",43.8286579,-75.7836589,Pinckney,Lewis County,New York,TRUE
Pinckney,New York,"Pinckney, New York",43.8286579,-75.7836589,Pinckney,Lewis County,New York,TRUE
Pinfield,New York,"Pinfield, New York",43.1303407,-77.475551,Penfield,Monroe County,New York,TRUE
Pinkney,New York,"Pinkney, New York",43.83254552160589,-75.78094482421875,NA,Bronx County,New York,TRUE
Pittsfield,New York,"Pittsfield, New York",42.6385757,-75.281205,Pittsfield,Otsego County,New York,TRUE
Pittsford,New York,"Pittsford, New York",43.0906186,-77.5149969,Town of Pittsford,Monroe County,New York,TRUE
Pittstown,New York,"Pittstown, New York",42.8350778,-73.485114,Pittstown,Rensselaer County,New York,TRUE
Plainfield,New York,"Plainfield, New York",42.8341831,-75.1895576,Plainfield,Otsego County,New York,TRUE
Platte Kill,New York,"Platte Kill, New York",41.6239741,-74.0593872,Plattekill,Ulster County,New York,TRUE
Platte-Kill,New York,"Platte-Kill, New York",41.6239741,-74.0593872,Plattekill,Ulster County,New York,TRUE
Plattekill,New York,"Plattekill, New York",41.6239741,-74.0593872,Plattekill,Ulster County,New York,TRUE
Plattkill,New York,"Plattkill, New York",41.6239741,-74.0593872,Plattekill,Ulster County,New York,TRUE
Pleasant Valley,New York,"Pleasant Valley, New York",41.7445382,-73.8212439,Pleasant Valley,Dutchess County,New York,TRUE
Plymouth,New York,"Plymouth, New York",42.6170149,-75.6024065,Plymouth,Chenango County,New York,TRUE
Pomfret,New York,"Pomfret, New York",42.387934,-79.3578201,Pomfret,Chautauqua County,New York,TRUE
Pompey,New York,"Pompey, New York",42.8989556,-76.0160326,Pompey,Onondaga County,New York,TRUE
Porter,New York,"Porter, New York",43.2493407,-78.9853813,Porter,Niagara County,New York,TRUE
Pound Ridge,New York,"Pound Ridge, New York",41.208442,-73.57482,Pound Ridge,Westchester County,New York,TRUE
Pound-Ridge,New York,"Pound-Ridge, New York",41.208442,-73.57482,Pound Ridge,Westchester County,New York,TRUE
Poundridge,New York,"Poundridge, New York",41.208442,-73.57482,Pound Ridge,Westchester County,New York,TRUE
Preble,New York,"Preble, New York",42.7353459,-76.1482602,Preble,Cortland County,New York,TRUE
Preston,New York,"Preston, New York",42.5339602,-75.6232418,Preston,Chenango County,New York,TRUE
Prince Town,New York,"Prince Town, New York",42.7789649,-74.0645709,Princetown,Schenectady County,New York,TRUE
Princeton,New York,"Princeton, New York",42.775243380699706,-74.06158447265624,NA,Queens County,New York,TRUE
Princetown,New York,"Princetown, New York",42.7789649,-74.0645709,Princetown,Schenectady County,New York,TRUE
Providence,New York,"Providence, New York",43.1060531,-74.0535126,Providence,Saratoga County,New York,TRUE
Puetney,New York,"Puetney, New York",42.512601715736665,-77.1734619140625,Hempstead,Nassau County,New York,TRUE
Pulteney,New York,"Pulteney, New York",42.5250703,-77.167196,Pulteney,Steuben County,New York,TRUE
Pultney,New York,"Pultney, New York",42.5250703,-77.167196,Pulteney,Steuben County,New York,TRUE
Queeensbury,New York,"Queeensbury, New York",43.353627,-73.6771662,Queensbury,Warren County,New York,TRUE
Queensborough,New York,"Queensborough, New York",43.35314407444698,-73.67706298828125,NA,Queens County,New York,TRUE
Queensburgh,New York,"Queensburgh, New York",43.35314407444698,-73.67156982421874,NA,NA,New York,TRUE
Queensbury,New York,"Queensbury, New York",43.353627,-73.6771662,Queensbury,Warren County,New York,TRUE
